Parcel,Plot,Common Name,Treatment,4yr_survival,FAM
SCG,SCG_TN1_GQ3,B3F3 Chestnut,quarter,1,Range Expansion
SCG,SCG_TN1_GQ3,Black Birch,quarter,0,Range Expansion
SCG,SCG_TN1_GQ3,Red Spruce,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ3,B3F3 Chestnut,quarter,0,Range Expansion
SCG,SCG_TN1_GQ3,White Pine,quarter,0,Population Enrichment
SCG,SCG_TN1_GQ3,Eastern Hemlock,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ3,Black Birch,quarter,0,Range Expansion
SCG,SCG_TN1_GQ3,Red Oak,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ3,Bigtooth Aspen,quarter,0,Population Enrichment
SCG,SCG_TN1_GQ3,Eastern Hemlock,quarter,0,Population Enrichment
SCG,SCG_TN1_GQ3,Black Cherry,quarter,0,Population Enrichment
SCG,SCG_TN1_GQ3,White Pine,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ3,Red Oak,quarter,0,Population Enrichment
SCG,SCG_TN1_GQ3,Bigtooth Aspen,quarter,0,Population Enrichment
SCG,SCG_TN1_GQ3,B3F3 Chestnut,quarter,1,Range Expansion
SCG,SCG_TN1_GQ3,Bigtooth Aspen,quarter,0,Population Enrichment
SCG,SCG_TN1_GQ3,Red Oak,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ3,White Pine,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ3,Red Spruce,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ4,Bitternut Hickory,quarter,1,Range Expansion
SCG,SCG_TN1_GQ4,B3F3 Chestnut,quarter,0,Range Expansion
SCG,SCG_TN1_GQ4,Black Birch,quarter,0,Range Expansion
SCG,SCG_TN1_GQ4,White Pine,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ4,B3F3 Chestnut,quarter,0,Range Expansion
SCG,SCG_TN1_GQ4,B3F3 Chestnut,quarter,0,Range Expansion
SCG,SCG_TN1_GQ4,White Pine,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ4,Black Birch,quarter,0,Range Expansion
SCG,SCG_TN1_GQ4,B3F3 Chestnut,quarter,0,Range Expansion
SCG,SCG_TN1_GQ4,Bigtooth Aspen,quarter,0,Population Enrichment
SCG,SCG_TN1_GQ4,B3F3 Chestnut,quarter,0,Range Expansion
SCG,SCG_TN1_GQ4,Red Spruce,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ4,Bitternut Hickory,quarter,1,Range Expansion
SCG,SCG_TN1_GQ4,Bitternut Hickory,quarter,0,Range Expansion
SCG,SCG_TN1_GQ4,White Pine,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ4,Eastern Hemlock,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ4,Black Cherry,quarter,0,Population Enrichment
SCG,SCG_TN1_GQ4,Red Spruce,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ4,Bigtooth Aspen,quarter,0,Population Enrichment
SCG,SCG_TN1_GQ4,Eastern Hemlock,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ4,Red Oak,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ4,Black Birch,quarter,0,Range Expansion
SCG,SCG_TN1_GQ4,White Pine,quarter,0,Population Enrichment
SCG,SCG_TN1_GQ4,Black Cherry,quarter,0,Population Enrichment
SCG,SCG_TN1_GQ4,Red Oak,quarter,0,Population Enrichment
SCG,SCG_TN1_GQ4,Red Oak,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ4,Black Birch,quarter,1,Range Expansion
SCG,SCG_TN1_GQ4,Red Spruce,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ4,Red Oak,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ4,Black Birch,quarter,1,Range Expansion
SCG,SCG_TN1_GQ4,B3F3 Chestnut,quarter,0,Range Expansion
SCG,SCG_TN1_GQ4,Red Spruce,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ4,Eastern Hemlock,quarter,0,Population Enrichment
SCG,SCG_TN1_GQ4,Black Cherry,quarter,0,Population Enrichment
SCG,SCG_TN1_GQ4,Black Birch,quarter,0,Range Expansion
SCG,SCG_TN1_GQ4,Black Cherry,quarter,0,Population Enrichment
SCG,SCG_TN1_GQ4,Eastern Hemlock,quarter,0,Population Enrichment
SCG,SCG_TN1_GQ4,B3F3 Chestnut,quarter,0,Range Expansion
SCG,SCG_TN1_GQ4,B3F3 Chestnut,quarter,0,Range Expansion
SCG,SCG_TN1_GQ4,Bigtooth Aspen,quarter,0,Population Enrichment
SCG,SCG_TN1_GQ4,Bitternut Hickory,quarter,0,Range Expansion
SCG,SCG_TN1_GQ4,Eastern Hemlock,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ4,B3F3 Chestnut,quarter,0,Range Expansion
SCG,SCG_TN1_GQ4,Bigtooth Aspen,quarter,0,Population Enrichment
SCG,SCG_TN1_GQ4,Bitternut Hickory,quarter,1,Range Expansion
SCG,SCG_TN1_GQ4,Red Oak,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ4,White Pine,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ4,Red Spruce,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ4,B3F3 Chestnut,quarter,1,Range Expansion
SCG,SCG_TN1_GQ4,White Pine,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ4,Bitternut Hickory,quarter,0,Range Expansion
SCG,SCG_TN1_GQ4,Bigtooth Aspen,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ4,B3F3 Chestnut,quarter,1,Range Expansion
SCG,SCG_TN1_GQ4,Eastern Hemlock,quarter,0,Population Enrichment
SCG,SCG_TN1_GQ4,Bitternut Hickory,quarter,1,Range Expansion
SCG,SCG_TN1_GQ4,White Pine,quarter,0,Population Enrichment
SCG,SCG_TN1_GQ4,Red Spruce,quarter,0,Population Enrichment
SCG,SCG_TN1_GQ4,B3F3 Chestnut,quarter,0,Range Expansion
SCG,SCG_TN1_GQ4,Black Cherry,quarter,0,Population Enrichment
SCG,SCG_TN1_GQ4,B3F3 Chestnut,quarter,1,Range Expansion
SCG,SCG_TN1_GQ4,Bigtooth Aspen,quarter,0,Population Enrichment
SCG,SCG_TN1_GQ4,Bitternut Hickory,quarter,0,Range Expansion
SCG,SCG_TN1_GQ4,White Pine,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ4,White Pine,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ4,Eastern Hemlock,quarter,0,Population Enrichment
SCG,SCG_TN1_GQ4,Red Spruce,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ4,Black Cherry,quarter,0,Population Enrichment
SCG,SCG_TN1_GQ4,Black Cherry,quarter,0,Population Enrichment
SCG,SCG_TN1_GQ4,Bigtooth Aspen,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ4,Red Spruce,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ4,B3F3 Chestnut,quarter,0,Range Expansion
SCG,SCG_TN1_GQ4,Black Birch,quarter,0,Range Expansion
SCG,SCG_TN1_GQ4,Red Oak,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ4,Black Birch,quarter,0,Range Expansion
SCG,SCG_TN1_GQ4,B3F3 Chestnut,quarter,0,Range Expansion
SCG,SCG_TN1_GQ4,B3F3 Chestnut,quarter,0,Range Expansion
SCG,SCG_TN1_GQ4,Bitternut Hickory,quarter,0,Range Expansion
SCG,SCG_TN1_GQ4,Bigtooth Aspen,quarter,0,Population Enrichment
SCG,SCG_TN1_GQ4,Black Cherry,quarter,0,Population Enrichment
SCG,SCG_TN1_GQ4,Red Oak,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ4,Eastern Hemlock,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ4,Red Spruce,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ4,Black Cherry,quarter,0,Population Enrichment
SCG,SCG_TN1_GQ4,Red Oak,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ4,B3F3 Chestnut,quarter,0,Range Expansion
SCG,SCG_TN1_GQ4,Black Birch,quarter,0,Range Expansion
SCG,SCG_TN1_GQ4,B3F3 Chestnut,quarter,0,Range Expansion
SCG,SCG_TN1_GQ4,Black Cherry,quarter,0,Population Enrichment
SCG,SCG_TN1_GQ4,Red Spruce,quarter,0,Population Enrichment
SCG,SCG_TN1_GQ4,Bitternut Hickory,quarter,0,Range Expansion
SCG,SCG_TN1_GQ4,B3F3 Chestnut,quarter,0,Range Expansion
SCG,SCG_TN1_GQ4,B3F3 Chestnut,quarter,0,Range Expansion
SCG,SCG_TN1_GQ4,B3F3 Chestnut,quarter,0,Range Expansion
SCG,SCG_TN1_GQ4,Red Oak,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ4,White Pine,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ4,Eastern Hemlock,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ4,Red Oak,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ4,B3F3 Chestnut,quarter,0,Range Expansion
SCG,SCG_TN1_GQ4,Eastern Hemlock,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ4,Bitternut Hickory,quarter,1,Range Expansion
SCG,SCG_TN1_GQ4,Red Spruce,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ4,Red Oak,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ4,Eastern Hemlock,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ4,Red Oak,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ4,White Pine,quarter,0,Population Enrichment
SCG,SCG_TN1_GQ4,White Pine,quarter,0,Population Enrichment
SCG,SCG_TN1_GQ4,B3F3 Chestnut,quarter,0,Range Expansion
SCG,SCG_TN1_GQ4,Bitternut Hickory,quarter,0,Range Expansion
SCG,SCG_TN1_GQ4,Bigtooth Aspen,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ4,Red Spruce,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ4,White Pine,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ4,Black Birch,quarter,0,Range Expansion
SCG,SCG_TN1_GQ4,B3F3 Chestnut,quarter,0,Range Expansion
SCG,SCG_TN1_GQ4,Red Oak,quarter,0,Population Enrichment
SCG,SCG_TN1_GQ4,Bigtooth Aspen,quarter,0,Population Enrichment
SCG,SCG_TN1_GQ4,Black Cherry,quarter,0,Population Enrichment
SCG,SCG_TN1_GQ4,Black Birch,quarter,0,Range Expansion
SCG,SCG_TN1_GQ4,Bigtooth Aspen,quarter,0,Population Enrichment
SCG,SCG_TN1_GQ4,Black Cherry,quarter,0,Population Enrichment
SCG,SCG_TN1_GQ4,Bitternut Hickory,quarter,1,Range Expansion
SCG,SCG_TN1_GQ4,Eastern Hemlock,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ4,Bigtooth Aspen,quarter,0,Population Enrichment
SCG,SCG_TN1_GQ4,White Pine,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ4,Bitternut Hickory,quarter,0,Range Expansion
SCG,SCG_TN1_GQ4,Eastern Hemlock,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ4,B3F3 Chestnut,quarter,0,Range Expansion
SCG,SCG_TN1_GQ4,Red Oak,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ4,White Pine,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ4,Bitternut Hickory,quarter,1,Range Expansion
SCG,SCG_TN1_GQ4,B3F3 Chestnut,quarter,0,Range Expansion
SCG,SCG_TN1_GQ4,Red Spruce,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ4,Black Birch,quarter,0,Range Expansion
SCG,SCG_TN1_GQ4,Red Spruce,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ4,Bigtooth Aspen,quarter,0,Population Enrichment
SCG,SCG_TN1_GQ4,Bigtooth Aspen,quarter,0,Population Enrichment
SCG,SCG_TN1_GQ4,Black Birch,quarter,0,Range Expansion
SCG,SCG_TN1_GQ4,B3F3 Chestnut,quarter,1,Range Expansion
SCG,SCG_TN1_GQ4,White Pine,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ4,Black Cherry,quarter,0,Population Enrichment
SCG,SCG_TN1_GQ4,Black Cherry,quarter,0,Population Enrichment
SCG,SCG_TN1_GQ4,B3F3 Chestnut,quarter,0,Range Expansion
SCG,SCG_TN1_GQ4,Bigtooth Aspen,quarter,0,Population Enrichment
SCG,SCG_TN1_GQ4,Eastern Hemlock,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ4,Bigtooth Aspen,quarter,0,Population Enrichment
SCG,SCG_TN1_GQ4,Eastern Hemlock,quarter,0,Population Enrichment
SCG,SCG_TN1_GQ4,B3F3 Chestnut,quarter,0,Range Expansion
SCG,SCG_TN1_GQ4,Red Spruce,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ4,Bigtooth Aspen,quarter,0,Population Enrichment
SCG,SCG_TN1_GQ4,Red Spruce,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ4,Red Oak,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ4,B3F3 Chestnut,quarter,0,Range Expansion
SCG,SCG_TN1_GQ4,Black Birch,quarter,0,Range Expansion
SCG,SCG_TN1_GQ4,Eastern Hemlock,quarter,0,Population Enrichment
SCG,SCG_TN1_GQ4,White Pine,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ4,Black Birch,quarter,0,Range Expansion
SCG,SCG_TN1_GQ4,Black Cherry,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ4,B3F3 Chestnut,quarter,0,Range Expansion
SCG,SCG_TN1_GQ4,Bitternut Hickory,quarter,0,Range Expansion
SCG,SCG_TN1_GQ4,Bigtooth Aspen,quarter,0,Population Enrichment
SCG,SCG_TN1_GQ4,B3F3 Chestnut,quarter,0,Range Expansion
SCG,SCG_TN1_GQ4,Black Birch,quarter,0,Range Expansion
SCG,SCG_TN1_GQ4,Bitternut Hickory,quarter,1,Range Expansion
SCG,SCG_TN1_GQ4,Bitternut Hickory,quarter,1,Range Expansion
SCG,SCG_TN1_GQ4,Red Oak,quarter,0,Population Enrichment
SCG,SCG_TN1_GQ4,White Pine,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ4,B3F3 Chestnut,quarter,0,Range Expansion
SCG,SCG_TN1_GQ4,Bigtooth Aspen,quarter,0,Population Enrichment
SCG,SCG_TN1_GQ4,Eastern Hemlock,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ4,Red Spruce,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ4,B3F3 Chestnut,quarter,0,Range Expansion
SCG,SCG_TN1_GQ4,Black Birch,quarter,0,Range Expansion
SCG,SCG_TN1_GQ4,B3F3 Chestnut,quarter,0,Range Expansion
SCG,SCG_TN1_GQ4,Black Cherry,quarter,0,Population Enrichment
SCG,SCG_TN1_GQ4,Black Cherry,quarter,0,Population Enrichment
SCG,SCG_TN1_GQ4,Black Birch,quarter,0,Range Expansion
SCG,SCG_TN1_GQ4,B3F3 Chestnut,quarter,0,Range Expansion
SCG,SCG_TN1_GQ4,Red Oak,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ4,White Pine,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ4,B3F3 Chestnut,quarter,0,Range Expansion
SCG,SCG_TN1_GQ4,Red Oak,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ4,Black Cherry,quarter,0,Population Enrichment
SCG,SCG_TN1_GQ4,B3F3 Chestnut,quarter,0,Range Expansion
SCG,SCG_TN1_GQ4,Bigtooth Aspen,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ4,B3F3 Chestnut,quarter,0,Range Expansion
SCG,SCG_TN1_GQ4,Eastern Hemlock,quarter,0,Population Enrichment
SCG,SCG_TN1_GQ4,White Pine,quarter,0,Population Enrichment
SCG,SCG_TN1_GQ4,Black Birch,quarter,0,Range Expansion
SCG,SCG_TN1_GQ4,Eastern Hemlock,quarter,0,Population Enrichment
SCG,SCG_TN1_GQ4,Bigtooth Aspen,quarter,0,Population Enrichment
SCG,SCG_TN1_GQ4,Black Cherry,quarter,0,Population Enrichment
SCG,SCG_TN1_GQ4,Bitternut Hickory,quarter,0,Range Expansion
SCG,SCG_TN1_GQ4,Red Spruce,quarter,0,Population Enrichment
SCG,SCG_TN1_GQ4,Red Spruce,quarter,0,Population Enrichment
SCG,SCG_TN1_GQ4,Black Birch,quarter,0,Range Expansion
SCG,SCG_TN1_GQ4,Bitternut Hickory,quarter,1,Range Expansion
SCG,SCG_TN1_GQ4,B3F3 Chestnut,quarter,0,Range Expansion
SCG,SCG_TN1_GQ4,Bigtooth Aspen,quarter,1,Population Enrichment
SCG,SCG_TN1_GQ4,Red Spruce,quarter,1,Population Enrichment
SCG,SCG_TN2_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN2_GA2,Red Oak,acre,1,Population Enrichment
SCG,SCG_TN2_GA2,White Pine,acre,1,Population Enrichment
SCG,SCG_TN2_GA2,Black Cherry,acre,0,Population Enrichment
SCG,SCG_TN2_GA2,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN2_GA2,Black Birch,acre,1,Range Expansion
SCG,SCG_TN2_GA2,Bigtooth Aspen,acre,0,Population Enrichment
SCG,SCG_TN2_GA2,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN2_GA2,Bitternut Hickory,acre,0,Range Expansion
SCG,SCG_TN2_GA2,Bigtooth Aspen,acre,1,Population Enrichment
SCG,SCG_TN2_GA2,Red Oak,acre,1,Population Enrichment
SCG,SCG_TN2_GA2,Eastern Hemlock,acre,0,Population Enrichment
SCG,SCG_TN2_GA2,Eastern Hemlock,acre,0,Population Enrichment
SCG,SCG_TN2_GA2,Bigtooth Aspen,acre,0,Population Enrichment
SCG,SCG_TN2_GA2,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN2_GA2,White Pine,acre,1,Population Enrichment
SCG,SCG_TN2_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN2_GA2,Black Cherry,acre,0,Population Enrichment
SCG,SCG_TN2_GA2,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN2_GA2,Bitternut Hickory,acre,1,Range Expansion
SCG,SCG_TN2_GA2,Red Spruce,acre,0,Population Enrichment
SCG,SCG_TN2_GA2,Black Cherry,acre,1,Population Enrichment
SCG,SCG_TN2_GA2,Eastern Hemlock,acre,0,Population Enrichment
SCG,SCG_TN2_GA2,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN2_GA2,Red Oak,acre,1,Population Enrichment
SCG,SCG_TN2_GA2,Bigtooth Aspen,acre,1,Population Enrichment
SCG,SCG_TN2_GA2,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN2_GA2,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN2_GA2,Black Cherry,acre,0,Population Enrichment
SCG,SCG_TN2_GA2,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN2_GA2,White Pine,acre,1,Population Enrichment
SCG,SCG_TN2_GA2,Eastern Hemlock,acre,0,Population Enrichment
SCG,SCG_TN2_GA2,White Pine,acre,1,Population Enrichment
SCG,SCG_TN2_GA2,Bitternut Hickory,acre,1,Range Expansion
SCG,SCG_TN2_GA2,Bitternut Hickory,acre,0,Range Expansion
SCG,SCG_TN2_GA2,Red Oak,acre,1,Population Enrichment
SCG,SCG_TN2_GA2,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN2_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN2_GA2,Black Birch,acre,0,Range Expansion
SCG,SCG_TN2_GA2,White Pine,acre,1,Population Enrichment
SCG,SCG_TN2_GA2,Black Birch,acre,0,Range Expansion
SCG,SCG_TN2_GA2,Red Oak,acre,1,Population Enrichment
SCG,SCG_TN2_GA2,Red Spruce,acre,0,Population Enrichment
SCG,SCG_TN2_GA2,Black Cherry,acre,0,Population Enrichment
SCG,SCG_TN2_GA2,Bigtooth Aspen,acre,1,Population Enrichment
SCG,SCG_TN2_GA2,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN2_GA2,White Pine,acre,1,Population Enrichment
SCG,SCG_TN2_GA2,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN2_GA2,Black Birch,acre,0,Range Expansion
SCG,SCG_TN2_GA2,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN2_GA2,Eastern Hemlock,acre,0,Population Enrichment
SCG,SCG_TN2_GA2,Bitternut Hickory,acre,1,Range Expansion
SCG,SCG_TN2_GA2,Bitternut Hickory,acre,1,Range Expansion
SCG,SCG_TN2_GA2,Bigtooth Aspen,acre,0,Population Enrichment
SCG,SCG_TN2_GA2,Red Oak,acre,1,Population Enrichment
SCG,SCG_TN2_GA2,Eastern Hemlock,acre,0,Population Enrichment
SCG,SCG_TN2_GA2,Eastern Hemlock,acre,1,Population Enrichment
SCG,SCG_TN2_GA2,Black Birch,acre,0,Range Expansion
SCG,SCG_TN2_GA2,White Pine,acre,1,Population Enrichment
SCG,SCG_TN2_GA2,Bigtooth Aspen,acre,0,Population Enrichment
SCG,SCG_TN2_GA2,Black Cherry,acre,0,Population Enrichment
SCG,SCG_TN2_GA2,Red Spruce,acre,0,Population Enrichment
SCG,SCG_TN2_GA2,Red Oak,acre,0,Population Enrichment
SCG,SCG_TN2_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN2_GA2,White Pine,acre,0,Population Enrichment
SCG,SCG_TN2_GA2,Black Birch,acre,0,Range Expansion
SCG,SCG_TN2_GA2,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN2_GA2,Red Oak,acre,1,Population Enrichment
SCG,SCG_TN2_GA2,Eastern Hemlock,acre,1,Population Enrichment
SCG,SCG_TN2_GA2,Bitternut Hickory,acre,1,Range Expansion
SCG,SCG_TN2_GA2,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN2_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN2_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN2_GA2,Bigtooth Aspen,acre,0,Population Enrichment
SCG,SCG_TN2_GA2,Black Cherry,acre,0,Population Enrichment
SCG,SCG_TN2_GA2,Bitternut Hickory,acre,1,Range Expansion
SCG,SCG_TN2_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN2_GA2,Black Birch,acre,0,Range Expansion
SCG,SCG_TN2_GA2,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN2_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN2_GA2,Bitternut Hickory,acre,1,Range Expansion
SCG,SCG_TN2_GA2,Black Birch,acre,1,Range Expansion
SCG,SCG_TN2_GA2,Eastern Hemlock,acre,1,Population Enrichment
SCG,SCG_TN2_GA2,Black Cherry,acre,0,Population Enrichment
SCG,SCG_TN2_GA2,Bigtooth Aspen,acre,0,Population Enrichment
SCG,SCG_TN2_GA2,White Pine,acre,1,Population Enrichment
SCG,SCG_TN2_GA2,Bitternut Hickory,acre,1,Range Expansion
SCG,SCG_TN2_GA2,Red Oak,acre,1,Population Enrichment
SCG,SCG_TN2_GA2,Red Oak,acre,1,Population Enrichment
SCG,SCG_TN2_GA2,Red Spruce,acre,0,Population Enrichment
SCG,SCG_TN2_GA2,Eastern Hemlock,acre,0,Population Enrichment
SCG,SCG_TN2_GA2,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN2_GA2,White Pine,acre,1,Population Enrichment
SCG,SCG_TN2_GA2,Bigtooth Aspen,acre,1,Population Enrichment
SCG,SCG_TN2_GA2,Black Cherry,acre,1,Population Enrichment
SCG,SCG_TN2_GA2,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN2_GA2,Black Birch,acre,1,Range Expansion
SCG,SCG_TN2_GA2,Black Cherry,acre,1,Population Enrichment
SCG,SCG_TN2_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN2_GA2,Black Cherry,acre,0,Population Enrichment
SCG,SCG_TN2_GA2,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN2_GA2,Bigtooth Aspen,acre,0,Population Enrichment
SCG,SCG_TN2_GA2,Bitternut Hickory,acre,0,Range Expansion
SCG,SCG_TN2_GA2,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN2_GA2,Eastern Hemlock,acre,0,Population Enrichment
SCG,SCG_TN2_GA2,Bigtooth Aspen,acre,1,Population Enrichment
SCG,SCG_TN2_GA2,Bitternut Hickory,acre,1,Range Expansion
SCG,SCG_TN2_GA2,Red Oak,acre,1,Population Enrichment
SCG,SCG_TN2_GA2,White Pine,acre,1,Population Enrichment
SCG,SCG_TN2_GA2,Black Birch,acre,1,Range Expansion
SCG,SCG_TN2_GA2,White Pine,acre,0,Population Enrichment
SCG,SCG_TN2_GA2,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN2_GA2,Eastern Hemlock,acre,1,Population Enrichment
SCG,SCG_TN2_GA2,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN2_GA2,Red Oak,acre,1,Population Enrichment
SCG,SCG_TN2_GA2,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN2_GA2,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN2_GA2,Bigtooth Aspen,acre,0,Population Enrichment
SCG,SCG_TN2_GA2,White Pine,acre,1,Population Enrichment
SCG,SCG_TN2_GA2,Black Birch,acre,1,Range Expansion
SCG,SCG_TN2_GA2,Black Birch,acre,1,Range Expansion
SCG,SCG_TN2_GA2,Eastern Hemlock,acre,1,Population Enrichment
SCG,SCG_TN2_GA2,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN2_GA2,Bitternut Hickory,acre,1,Range Expansion
SCG,SCG_TN2_GA2,Bitternut Hickory,acre,1,Range Expansion
SCG,SCG_TN2_GA2,Red Oak,acre,1,Population Enrichment
SCG,SCG_TN2_GA2,Eastern Hemlock,acre,1,Population Enrichment
SCG,SCG_TN2_GA2,White Pine,acre,1,Population Enrichment
SCG,SCG_TN2_GA2,Red Oak,acre,1,Population Enrichment
SCG,SCG_TN2_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN2_GA2,Black Cherry,acre,0,Population Enrichment
SCG,SCG_TN2_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN2_GA2,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN2_GA2,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN2_GA2,Bigtooth Aspen,acre,0,Population Enrichment
SCG,SCG_TN2_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN2_GA2,Black Cherry,acre,1,Population Enrichment
SCG,SCG_TN2_GA2,Red Oak,acre,1,Population Enrichment
SCG,SCG_TN2_GA2,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN2_GA2,Eastern Hemlock,acre,1,Population Enrichment
SCG,SCG_TN2_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN2_GA2,Bigtooth Aspen,acre,0,Population Enrichment
SCG,SCG_TN2_GA2,Bitternut Hickory,acre,0,Range Expansion
SCG,SCG_TN2_GA2,White Pine,acre,0,Population Enrichment
SCG,SCG_TN2_GA2,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN2_GA2,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN2_GA2,Eastern Hemlock,acre,1,Population Enrichment
SCG,SCG_TN2_GA2,B3F3 Chestnut,acre,0,Range Expansion
